image_path,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58
dataset/test_set\bus\358.jpg,0.08592314118270998,0.04728487886185109,0.04653299916263438,0.061862990807775145,0.04887218044908637,0.06503759398224572,0.06445279866063272,0.043400167082564736,0.06303258145100114,0.06303258145100114,0.17506265663429144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23550543023243503
dataset/test_set\bus\359.jpg,0.07719298245291592,0.05187969924595323,0.04674185463463902,0.06950710108314506,0.04795321637226595,0.06441102756623178,0.06549707602065592,0.044862155386597234,0.06967418546074879,0.0544695070988108,0.13922305763829476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2685881369979704
dataset/test_set\bus\360.jpg,0.12289055972753173,0.05217209690675973,0.04690893901224273,0.055889724308442364,0.05016708437551516,0.04945697577069937,0.05772765246208322,0.05104427735793466,0.057685881367682296,0.05609857978044701,0.1552213867938504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24473684209504024
dataset/test_set\bus\361.jpg,0.07840434419054285,0.044277360064984235,0.04419381787618238,0.0565162907244563,0.04139515455132017,0.056850459479663724,0.060442773598143575,0.04385964912097495,0.05918964076611572,0.055304928986829364,0.2023809523724987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25718462822651694
dataset/test_set\bus\362.jpg,0.06654135338067914,0.047410192145053875,0.04214703425053688,0.06240601503498722,0.05526315789242844,0.07360066833443606,0.05839598997249808,0.03993316624728767,0.07598162071528898,0.06491228069904292,0.15091896407055477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2624895572154349
dataset/test_set\bus\370.jpg,0.07034252297116364,0.054135338343603366,0.047702589805860375,0.06637426900307543,0.055304928986829364,0.07539682539367598,0.06979949874395157,0.040977443607310884,0.07076023391517292,0.0692564745167395,0.13103592313571277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24891395153513307
dataset/test_set\bus\371.jpg,0.05898078529411108,0.0390977443592691,0.04373433583777216,0.07548036758247785,0.04348370927136659,0.07451963241125649,0.11478696741375159,0.03830409356565146,0.06319966582860485,0.053425229738787584,0.1889306599753997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2060568086797804
dataset/test_set\bus\372.jpg,0.07531328320487413,0.054720133665216365,0.03947368420887746,0.06353383458381229,0.05409356724920244,0.07322472848482771,0.06315789473420393,0.03730158730002917,0.06800334168471164,0.06353383458381229,0.16365914786283797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2439849623958235
dataset/test_set\bus\373.jpg,0.06131996658056307,0.04385964912097495,0.03233082706631868,0.05355054302199037,0.04214703425053688,0.05233918128436344,0.05776942355648415,0.04160401002332481,0.066040100247868,0.06152882205256772,0.22610693399222612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2614035087610107
dataset/test_set\bus\374.jpg,0.07272347535201656,0.05204678362355694,0.03700918963922267,0.06144527986376586,0.054010025060400584,0.052255639095561586,0.0544695070988108,0.044945697575399096,0.0752715121104732,0.062155388468581645,0.16027568921636276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2733918128540772
dataset/test_set\bus\382.jpg,0.06888053466713114,0.04273182957214988,0.04962406014830309,0.07076023391517292,0.04331662489376288,0.07982456140017441,0.10292397660388788,0.03713450292242546,0.05179615705715137,0.06002506265413429,0.17999164577360102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21299081035033454
dataset/test_set\bus\383.jpg,0.09979114452381825,0.050417710941920726,0.044402673348187024,0.05405179615480151,0.04477861319779538,0.05747702589567765,0.055722639930838654,0.04766081871145945,0.06812865496791443,0.056432748535654435,0.17798663324235645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24314954050780493
dataset/test_set\bus\384.jpg,0.07067669172637106,0.045154553047403734,0.04761904761705852,0.07339181286243142,0.042564745194546165,0.0651629072654485,0.07982456140017441,0.038262322471250526,0.07076023391517292,0.060150375937337075,0.1785296574695685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22790309105146603
dataset/test_set\bus\385.jpg,0.054260651626806156,0.03458646616396882,0.034670008352770676,0.060442773598143575,0.034962406013577176,0.0622389306573835,0.07660818713130292,0.03563074352399203,0.07372598161763885,0.06040100250374265,0.21340852129434384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2590643274745587
dataset/test_set\bus\386.jpg,0.064870509604642,0.04331662489376288,0.04536340851940838,0.066624895569481,0.04536340851940838,0.07422723475044998,0.0874269005811434,0.038972431076066315,0.053132832077981085,0.05923141186051665,0.1989974937260235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2224728487793453
dataset/test_set\bus\394.jpg,0.10509607351273617,0.0509607351691328,0.043274853799361954,0.04916457810989287,0.057393483706875796,0.058270676689295295,0.05467836257081544,0.04703425229544552,0.061361737674964,0.07243107769121006,0.14983291561613063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2505012531223684
dataset/test_set\bus\395.jpg,0.09344193817487711,0.06144527986376586,0.04093567251290996,0.0559314954028433,0.06307435254540207,0.05334168754998573,0.05175438596275044,0.04820384293867152,0.06152882205256772,0.06570593149266057,0.14390142021119878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26073517125059587
dataset/test_set\bus\396.jpg,0.09903926482460153,0.055137844609225654,0.04766081871145945,0.055847953214041436,0.04908103592109102,0.06315789473420393,0.05935672514371943,0.04928989139309566,0.05129490392434023,0.05321637426678294,0.1590225563843349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25789473683133274
dataset/test_set\bus\397.jpg,0.09511278195091426,0.05175438596275044,0.048538011693878946,0.0610693400141575,0.049999999997911444,0.06595655805906614,0.06060985797574729,0.04874686716588359,0.06315789473420393,0.057435254801276724,0.15317460316820491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24444444443423372
dataset/test_set\bus\398.jpg,0.07092731829277664,0.05764411027328136,0.03834586466005239,0.06712614870229214,0.059314954049318504,0.061027568919756574,0.05233918128436344,0.046282372596228805,0.06896407685593299,0.06031746031494079,0.15802005011871262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25969089389057265
dataset/test_set\dinosaurs\400.jpg,0.030284043440673182,0.015413533833942625,0.01441102756832034,0.0352965747687846,0.016290726816362126,0.027568922304612827,0.04937343358189752,0.01474519632352777,0.033667502087148395,0.03596491227919946,0.5749791144287811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15200501252497892
dataset/test_set\dinosaurs\401.jpg,0.038262322471250526,0.017460317459588124,0.018796992480417836,0.030701754384682468,0.017460317459588124,0.032664995821526106,0.04974937343150587,0.021345029238874477,0.03746867167763289,0.04356725146016845,0.513074352526605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17944862154638894
dataset/test_set\dinosaurs\402.jpg,0.04231411862814059,0.023015873014911616,0.024728487885349686,0.03462823725836975,0.02464494569654783,0.03283208019912982,0.0437761069321731,0.02497911445175526,0.039974937341688596,0.03901420217046724,0.5091060985585169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16098579782117853
dataset/test_set\dinosaurs\403.jpg,0.028362573098230467,0.019632414368436407,0.01645781119396584,0.03304093567113446,0.017126148704380697,0.03592314118479853,0.060776942353351,0.015204678361937982,0.03233082706631868,0.04837092731627523,0.5245196323924595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1682539682469401
dataset/test_set\dinosaurs\404.jpg,0.03571428571279389,0.018629908102814122,0.015204678361937982,0.03421052631436046,0.015747702589150054,0.03120300751749361,0.057309941518073934,0.018128654970002978,0.03901420217046724,0.03817878028244867,0.5225563909556159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1741019214630701
dataset/test_set\dinosaurs\405.jpg,0.029573934835857397,0.01871345029161598,0.018504594819611336,0.032414369255120534,0.014243943190716627,0.02660818713339147,0.04887218044908637,0.019966583123643834,0.04101921470171181,0.0376357560552366,0.5246449456756622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18780284042657464
dataset/test_set\dinosaurs\406.jpg,0.036131996656803174,0.01783625730919648,0.016040100249956554,0.032957393482332606,0.017126148704380697,0.03053467000707875,0.04928989139309566,0.019172932330026194,0.03228905597191775,0.03546365914638832,0.5456975772537302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16746031745332246
dataset/test_set\dinosaurs\407.jpg,0.029532163741456466,0.017460317459588124,0.01929824561322898,0.033375104426341895,0.016499582288366767,0.033959899747954894,0.05639097744125351,0.015956558061154695,0.03959899749208024,0.046700083540238094,0.5187969924595323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17243107768703295
dataset/test_set\dinosaurs\408.jpg,0.058563074350101794,0.0350041771079781,0.028989139514244398,0.045697577274615805,0.03111946532869175,0.0446532999145926,0.05075187969712816,0.029365079363852752,0.04954051795950123,0.047243107767450165,0.37656641602437063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20250626565570148
dataset/test_set\dinosaurs\409.jpg,0.03312447785993632,0.017126148704380697,0.01675020885477234,0.03629908103440689,0.013951545529910127,0.021345029238874477,0.03350041770954468,0.018588137008413195,0.032414369255120534,0.037802840432840316,0.5983709272933011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1407268170367282
dataset/test_set\dinosaurs\446.jpg,0.03329156223754003,0.01700083542117791,0.01783625730919648,0.03191311612230939,0.01754385964838998,0.025396825395764544,0.04135338345691924,0.02038429406765312,0.03563074352399203,0.03475355054157253,0.5577276524411977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16716791979251597
dataset/test_set\dinosaurs\447.jpg,0.04444444444258795,0.017919799497998337,0.01842105263080948,0.02915622389184811,0.014995822889933341,0.03061821219588061,0.039515455303278386,0.019966583123643834,0.03659147869521339,0.036257309940005956,0.5572263993083866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15488721803864297
dataset/test_set\dinosaurs\448.jpg,0.03479532163597346,0.018880534669219694,0.01695906432677698,0.02464494569654783,0.018253968253205764,0.03291562238793168,0.036424394317609673,0.014076858813112913,0.025146198829358972,0.030075187968668537,0.617167919773719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13065998328610443
