image_path,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
dataset/test_set\dinosaurs\406.jpg,0.9915700875636955,0.004824584403943251,0.0,0.0,0.0027924904294562842,0.000812837589794787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dataset/test_set\dinosaurs\407.jpg,0.991642658441888,0.004992052453742897,0.0,0.0,0.002707132922676496,0.000658156169274561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dataset/test_set\dinosaurs\408.jpg,0.9701796795899448,0.010481310434217034,0.0,0.0,0.015478424014730149,0.0038605859430678926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dataset/test_set\dinosaurs\409.jpg,0.9893485060809333,0.005757199870486502,0.0,0.0,0.0035460036673019904,0.0013482903677954337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dataset/test_set\dinosaurs\446.jpg,0.9903226224786239,0.0051500252960272165,0.0,0.0,0.003424701960078552,0.0011026502522980186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dataset/test_set\dinosaurs\447.jpg,0.988808771642436,0.0063747503221887394,0.0,0.0,0.00293238514820682,0.0018840928730024496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dataset/test_set\dinosaurs\448.jpg,0.9939298142949031,0.0019259888956522332,0.0,0.0,0.003413649284018096,0.0007305475121439505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dataset/test_set\dinosaurs\449.jpg,0.9850262426522842,0.004646495831975201,0.0,0.0,0.007594936708743517,0.002732324791560168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dataset/test_set\dinosaurs\450.jpg,0.9925684452314079,0.0020108912869453077,0.0,0.0,0.004021782573890615,0.0013988808952663011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dataset/test_set\dinosaurs\458.jpg,0.9626601299346441,0.006531119356516326,0.0,0.0,0.027753059887715904,0.0030556908043341165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dataset/test_set\dinosaurs\459.jpg,0.973739357244776,0.0033411978486885627,0.0,0.0,0.021336772226712927,0.0015826726651682664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dataset/test_set\dinosaurs\460.jpg,0.9950655416478948,0.001845713424716919,0.0,0.0,0.0023228366229430613,0.0007659082918893337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dataset/test_set\dinosaurs\461.jpg,0.9726126712488887,0.0037433788062062653,0.0,0.0,0.021528127126601248,0.002115822803507889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dataset/test_set\dinosaurs\462.jpg,0.978824994796501,0.002601896062520215,0.0,0.0,0.017106082623803115,0.0014670265033358658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dataset/test_set\dinosaurs\470.jpg,0.9920072558104416,0.0031035655574640957,0.0,0.0,0.0033161385408520478,0.0015730400770708431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dataset/test_set\dinosaurs\471.jpg,0.9738560227943857,0.00608695652165236,0.0,0.0,0.017605131860048397,0.002451888809658562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dataset/test_set\dinosaurs\472.jpg,0.9891059497169697,0.002201718103694538,0.0,0.0,0.00767419662732836,0.001018135539280711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dataset/test_set\dinosaurs\473.jpg,0.987908686386039,0.0029157339081486372,0.0,0.0,0.007475886465916648,0.0016996932260771678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dataset/test_set\dinosaurs\474.jpg,0.9933634549095329,0.0019836167945979062,0.0,0.0,0.0038570326561625954,0.0007958956274621229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dataset/test_set\dinosaurs\482.jpg,0.9823865010459633,0.005079175380865891,0.0,0.0,0.010642081750385677,0.0018922418085578808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dataset/test_set\dinosaurs\483.jpg,0.9938274847526553,0.002101281781859355,0.0,0.0,0.002731666316417162,0.0013395671359353388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dataset/test_set\dinosaurs\484.jpg,0.9928005475138488,0.002829766511321307,0.0,0.0,0.0029877069677671474,0.0013819789939011034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dataset/test_set\dinosaurs\485.jpg,0.9771779443071485,0.0031855465443254866,0.0,0.0,0.01817454332777005,0.0014619658053667693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dataset/test_set\dinosaurs\486.jpg,0.9934691338687117,0.0026010375877835905,0.0,0.0,0.0028413508431766395,0.0010884776861920461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dataset/test_set\elephants\500.jpg,0.9246339362286594,0.0287826586265869,0.0,0.0,0.029895205281729283,0.016688199827135795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dataset/test_set\elephants\501.jpg,0.8745118457975777,0.05493361103402468,0.0,0.0,0.038444849428235284,0.03210969365337935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dataset/test_set\elephants\502.jpg,0.956426630880414,0.016265038986124792,0.0,0.0,0.017358783473261166,0.009949546624917985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dataset/test_set\elephants\503.jpg,0.8407482658977966,0.06796048482673857,0.0,0.0,0.05079520773132521,0.040496041474077205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dataset/test_set\elephants\504.jpg,0.9150774109704513,0.02733380628354823,0.0,0.0,0.04231523598705023,0.015273546717219316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dataset/test_set\elephants\505.jpg,0.9439100392644924,0.023817910851542667,0.0,0.0,0.02010567673702464,0.01216637311984375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dataset/test_set\elephants\506.jpg,0.8354940343558962,0.06048241309537305,0.0,0.0,0.07546097825135784,0.02856257424572271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dataset/test_set\elephants\507.jpg,0.9693478612679726,0.011127304693568202,0.0,0.0,0.01334813889436352,0.006176695120961975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dataset/test_set\elephants\508.jpg,0.9523325321700766,0.01697787637835158,0.0,0.0,0.020767856041758556,0.009921735379000377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dataset/test_set\elephants\509.jpg,0.8698602183006907,0.058922558919552975,0.0,0.0,0.04570962146486534,0.025507601263875745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dataset/test_set\elephants\572.jpg,0.7260070288286014,0.10462287103208666,0.0,0.0,0.09759394429608084,0.07177615570805945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dataset/test_set\elephants\573.jpg,0.9673780962465375,0.01607727060239672,0.0,0.0,0.008786415329216812,0.007758217790691441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dataset/test_set\elephants\574.jpg,0.7734678987856598,0.08979815174551324,0.0,0.0,0.10007295719235938,0.03666099221566993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dataset/test_set\elephants\575.jpg,0.8426131510809041,0.07378309136859239,0.0,0.0,0.046712211780810226,0.036891545684296194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dataset/test_set\elephants\576.jpg,0.7195112579175047,0.11611465456727006,0.0,0.0,0.10996695611235173,0.05440713132602727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dataset/test_set\elephants\577.jpg,0.8947318190067411,0.0457148310724511,0.0,0.0,0.040036266461154976,0.019517083411933714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dataset/test_set\elephants\578.jpg,0.9444028453409059,0.022126544364577814,0.0,0.0,0.02010482965106309,0.01336578060601401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dataset/test_set\elephants\579.jpg,0.9269745924642872,0.028895293917482613,0.0,0.0,0.03342456463212574,0.010705548961883752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dataset/test_set\elephants\580.jpg,0.8586104139853662,0.0637547051392915,0.0,0.0,0.0457967377630335,0.03183814303388973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dataset/test_set\elephants\581.jpg,0.745215698873627,0.0982808952159778,0.0,0.0,0.09584819978983973,0.06065520595837574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dataset/test_set\elephants\584.jpg,0.939603226083721,0.02465931213440578,0.0,0.0,0.026026698803512868,0.009710762955184232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dataset/test_set\elephants\585.jpg,0.9609132516008047,0.014694793693957339,0.0,0.0,0.018359724340779635,0.006032230346922822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dataset/test_set\elephants\586.jpg,0.9584849259383963,0.017109481012072814,0.0,0.0,0.018269779149673156,0.00613581388019163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dataset/test_set\elephants\587.jpg,0.7483067340795402,0.06601790579478256,0.0,0.0,0.13896457764585718,0.0467107824019688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dataset/test_set\elephants\588.jpg,0.8359711276845261,0.04079200052706496,0.0,0.0,0.09535792331002199,0.02787894841216615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dataset/test_set\elephants\589.jpg,0.9584206390571324,0.017766719049725713,0.0,0.0,0.016238868517194017,0.007573773354121404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dataset/test_set\elephants\590.jpg,0.9201846651534866,0.024772738088982612,0.0,0.0,0.04504783208688192,0.009994764646851773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dataset/test_set\elephants\591.jpg,0.9308592744848028,0.018223136951843258,0.0,0.0,0.043135237114245446,0.007782351427669532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dataset/test_set\elephants\592.jpg,0.9487714574004539,0.02163132503036842,0.0,0.0,0.021765959833462,0.007831257713276535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dataset/test_set\elephants\593.jpg,0.9472092032179973,0.02109075415379014,0.0,0.0,0.023775031955181613,0.007925010651727205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dataset/test_set\flowers\600.jpg,0.978951476506063,0.009054247430609416,0.0,0.0,0.010016911668921337,0.001977364381397459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dataset/test_set\flowers\601.jpg,0.9591491929256427,0.018177704027482613,0.0,0.0,0.018615175742666842,0.004057927289122675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dataset/test_set\flowers\602.jpg,0.9752136298368557,0.009248447534509204,0.0,0.0,0.013640464943293344,0.0018974576720729068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dataset/test_set\flowers\603.jpg,0.9657861017834058,0.015403069708903752,0.0,0.0,0.014912352443841332,0.0038984760502181175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dataset/test_set\flowers\604.jpg,0.9826487076327995,0.007677233715239406,0.0,0.0,0.00808652081152842,0.0015875378280301195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dataset/test_set\flowers\605.jpg,0.9679728011518368,0.013056583289101089,0.0,0.0,0.016327871662409787,0.002642743882367288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dataset/test_set\flowers\606.jpg,0.9692592387868136,0.01414130254634396,0.0,0.0,0.014030823620200647,0.0025686350328320085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dataset/test_set\flowers\607.jpg,0.9598513574858206,0.01757925072019446,0.0,0.0,0.019490368572433033,0.003079023206384362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dataset/test_set\flowers\608.jpg,0.9578053597290173,0.020455823206036478,0.0,0.0,0.017140221135995327,0.004598595914535332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dataset/test_set\flowers\609.jpg,0.9836775070980133,0.006059107209026103,0.0,0.0,0.008346729318556366,0.0019166563620388692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dataset/test_set\flowers\658.jpg,0.9840109242010552,0.006641425113194198,0.0,0.0,0.0071628080192767335,0.0021848426540601474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dataset/test_set\flowers\659.jpg,0.9742188428052458,0.011669504837938174,0.0,0.0,0.01128668171542663,0.0028249706281886534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dataset/test_set\flowers\660.jpg,0.9756452680215005,0.010324288550492068,0.0,0.0,0.011449371277148256,0.002581072137623017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dataset/test_set\flowers\661.jpg,0.9573537023235511,0.020029173266934937,0.0,0.0,0.01756669855831412,0.00505042583551531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dataset/test_set\flowers\662.jpg,0.9834808687541301,0.0064093261741594194,0.0,0.0,0.008078169593091494,0.002031635466526005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dataset/test_set\flowers\663.jpg,0.9799405905879208,0.00857359193885988,0.0,0.0,0.008958005707857675,0.0025278117537127637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dataset/test_set\flowers\664.jpg,0.9672090354733096,0.01639548225643315,0.0,0.0,0.01132200671839692,0.005073475538036227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dataset/test_set\flowers\665.jpg,0.9794948912768332,0.008643346028858329,0.0,0.0,0.008418478489896162,0.0034432841903581962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dataset/test_set\flowers\666.jpg,0.970012445992093,0.011172120945732894,0.0,0.0,0.015359836005339194,0.0034555970421926117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dataset/test_set\flowers\667.jpg,0.9659962378676604,0.013355520185018732,0.0,0.0,0.017161047605018652,0.003487194327832627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dataset/test_set\flowers\670.jpg,0.9723728696477973,0.009411440005390032,0.0,0.0,0.014572552266410372,0.003643138066602593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dataset/test_set\flowers\671.jpg,0.9470820202692035,0.020027208072531433,0.0,0.0,0.025813228633469146,0.007077543007575596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dataset/test_set\flowers\672.jpg,0.9427731983850033,0.02650779400919762,0.0,0.0,0.025169346282132223,0.00554966130734433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dataset/test_set\flowers\673.jpg,0.9291010521691776,0.030559282536004533,0.0,0.0,0.03172445448711736,0.008615210790046339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dataset/test_set\flowers\674.jpg,0.9562676221664083,0.0219689849620834,0.0,0.0,0.018283012217776624,0.003480380639046635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dataset/test_set\flowers\675.jpg,0.9801008331307742,0.008665766211419745,0.0,0.0,0.008478542867345862,0.002754857777087141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dataset/test_set\flowers\676.jpg,0.967396711232538,0.01442560509352588,0.0,0.0,0.015562598598434325,0.0026150850612894207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dataset/test_set\flowers\677.jpg,0.9885994413613568,0.0066465256796825346,0.0,0.0,0.0033289631191548885,0.0014250698284053462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dataset/test_set\flowers\678.jpg,0.9923513002677906,0.004308017636953253,0.0,0.0,0.00227211374063853,0.001068568343369606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dataset/test_set\flowers\679.jpg,0.982472773530988,0.009318746023511201,0.0,0.0,0.006412095657409313,0.001796384775616617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dataset/test_set\mountains_and_snow\800.jpg,0.9093731735494822,0.028236411454257874,0.0,0.0,0.042701636468340826,0.01968877849139068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dataset/test_set\mountains_and_snow\801.jpg,0.9024344215549185,0.04147952443700775,0.0,0.0,0.04034723532589744,0.015738818644433335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dataset/test_set\mountains_and_snow\802.jpg,0.8847344825583614,0.038129130654058825,0.0,0.0,0.051208577896602644,0.02592780884476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dataset/test_set\mountains_and_snow\803.jpg,0.8844102474038467,0.03934598233630559,0.0,0.0,0.053073358395861095,0.023170411820268844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dataset/test_set\mountains_and_snow\804.jpg,0.9725736240630158,0.0084200200280309,0.0,0.0,0.013774498783720453,0.005231857104795899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
